#Network | Station | Latitude | Longitude | Elevation | Sitename | StartTime | EndTime

#DATACENTER=GEOFON,http://geofon.gfz-potsdam.de
GE|APE|37.07274|25.52301|608.0|NOA/GEOFON Station Apeiranthos,Naxos, Greece|2008-05-02T00:00:00|2599-12-31T23:59:59
GE|SANT|36.37052|25.45926|591.0|NOA/GEOFON Station Santorini, Greece|2007-03-21T00:00:00|2019-06-13T00:00:00

#DATACENTER=IRISDMC,https://www.earthscope.org/data/
1E|OS131|36.343987|25.066536|-518.0|SIO OBS ID OS131|2015-11-22T00:00:00|2015-12-10T23:59:59
1E|OS132|36.318619|25.001648|-529.0|SIO OBS ID OS132|2015-11-22T00:00:00|2015-12-10T23:59:59
1E|OS133|36.304192|24.959627|-522.0|SIO OBS ID OS133|2015-11-22T00:00:00|2015-12-10T23:59:59
1E|OS134|36.285831|24.913763|-517.0|SIO OBS ID OS134|2015-11-22T00:00:00|2015-12-10T23:59:59
1E|OS135|36.59309|25.780199|-703.0|SIO OBS ID OS135|2015-11-20T00:00:00|2015-12-09T23:59:59
1E|OS136|36.544945|25.653063|-327.0|SIO OBS ID OS136|2015-11-20T00:00:00|2015-12-09T23:59:59
1E|OS137|36.520557|25.589087|-327.0|SIO OBS ID OS137|2015-11-20T00:00:00|2015-12-08T23:59:59
1E|OS138|36.496101|25.524099|-343.8|WHOI OBS ID D32|2015-11-18T00:00:00|2015-12-08T23:59:59
1E|OS139|36.472698|25.466299|-277.9|WHOI OBS ID D16|2015-11-19T00:00:00|2015-12-08T23:59:59
1E|OS140|36.437199|25.377899|-383.2|WHOI OBS ID D55|2015-11-19T00:00:00|2015-12-08T23:59:59
1E|OS141|36.409355|25.307932|-70.0|SIO OBS ID OS141|2015-11-21T00:00:00|2015-12-08T23:59:59
1E|OS142|36.401814|25.275894|-263.0|SIO OBS ID OS142|2015-11-21T00:00:00|2015-12-08T23:59:59
1E|OS143|36.385452|25.245848|-355.0|SIO OBS ID OS143|2015-11-21T00:00:00|2015-12-08T23:59:59
1E|OS144|36.371269|25.199457|-432.0|SIO OBS ID OS144|2015-11-21T00:00:00|2015-12-07T23:59:59
1E|OS145|36.357353|25.164661|-476.0|SIO OBS ID OS145|2015-11-21T00:00:00|2015-12-07T23:59:59
1E|OS146|36.349602|25.145201|-494.0|WHOI OBS ID D44|2015-11-19T00:00:00|2015-12-09T23:59:59
1E|OS147|36.335999|25.1103|-512.6|WHOI OBS ID D09|2015-11-20T00:00:00|2015-12-10T23:59:59
1E|OS148|36.310902|25.051701|-539.4|WHOI OBS ID D35|2015-11-20T00:00:00|2015-12-10T23:59:59
1E|OS149|36.302608|25.027534|-535.0|SIO OBS ID OS149|2015-11-22T00:00:00|2015-12-10T23:59:59
1E|OS150|36.2859|24.985901|-520.5|WHOI OBS ID D04|2015-11-20T00:00:00|2015-12-10T23:59:59
1E|OS151|36.267799|24.9356|-518.2|WHOI OBS ID D02|2015-11-20T00:00:00|2015-12-10T23:59:59
1E|OS153|36.622799|25.917999|-705.3|WHOI OBS ID D11|2015-11-18T00:00:00|2015-12-09T23:59:59
1E|OS154|36.589951|25.835037|-684.0|SIO OBS ID OS154|2015-11-20T00:00:00|2015-12-09T23:59:59
1E|OS155|36.561787|25.760651|-689.0|SIO OBS ID OS155|2015-11-20T00:00:00|2015-12-08T23:59:59
1E|OS156|36.5369|25.697201|-292.4|WHOI OBS ID D31|2015-11-18T00:00:00|2015-12-08T23:59:59
1E|OS157|36.486828|25.56867|-373.0|SIO OBS ID OS157|2015-11-20T00:00:00|2015-12-08T23:59:59
1E|OS158|36.462032|25.504393|-292.0|SIO OBS ID OS158|2015-11-20T00:00:00|2015-12-08T23:59:59
1E|OS160|36.420811|25.371138|-380.0|SIO OBS ID OS160|2015-11-21T00:00:00|2015-12-08T23:59:59
1E|OS161|36.392525|25.315357|-23.0|SIO OBS ID OS161|2015-11-21T00:00:00|2015-12-08T23:59:59
1E|OS162|36.3759|25.2826|-261.1|WHOI OBS ID D56|2015-11-19T00:00:00|2015-12-08T23:59:59
1E|OS163|36.367626|25.25458|-359.0|SIO OBS ID OS163|2015-11-21T00:00:00|2015-12-08T23:59:59
1E|OS164|36.351501|25.219999|-436.8|WHOI OBS ID D06|2015-11-19T00:00:00|2015-12-08T23:59:59
1E|OS165|36.340748|25.189852|-472.0|SIO OBS ID OS165|2015-11-21T00:00:00|2015-12-07T23:59:59
1E|OS166|36.327911|25.158621|-499.0|SIO OBS ID OS166|2015-11-21T00:00:00|2015-12-09T23:59:59
1E|OS167|36.312622|25.118374|-522.0|SIO OBS ID OS167|2015-11-21T00:00:00|2015-12-10T23:59:59
1E|OS168|36.297955|25.077724|-541.0|SIO OBS ID OS168|2015-11-21T00:00:00|2015-12-10T23:59:59
1E|OS169|36.276928|25.026081|-513.0|SIO OBS ID OS169|2015-11-22T00:00:00|2015-12-10T23:59:59
1E|OS170|36.251801|24.9639|-447.9|WHOI OBS ID D25|2015-11-20T00:00:00|2015-12-10T23:59:59
1E|OS171|36.237518|24.922472|-445.0|SIO OBS ID OS171|2015-11-22T00:00:00|2015-12-10T23:59:59
1E|OS172|36.217999|24.8701|-885.2|WHOI OBS ID D10|2015-11-20T00:00:00|2015-12-10T23:59:59
1E|OS173|36.582104|25.888123|-618.0|SIO OBS ID OS173|2015-11-20T00:00:00|2015-12-09T23:59:59
1E|OS174|36.555698|25.8193|-541.6|WHOI OBS ID D39|2015-11-18T00:00:00|2015-12-08T23:59:59
1E|OS175|36.527004|25.739513|-661.0|SIO OBS ID OS175|2015-11-20T00:00:00|2015-12-08T23:59:59
1E|OS176|36.477901|25.6147|-410.2|WHOI OBS ID D26|2015-11-18T00:00:00|2015-12-08T23:59:59
1E|OS177|36.455605|25.554821|-381.0|SIO OBS ID OS177|2015-11-20T00:00:00|2015-12-08T23:59:59
1E|OS178|36.433739|25.5012|-207.0|SIO OBS ID OS178|2015-11-20T00:00:00|2015-12-08T23:59:59
1E|OS179|36.381184|25.39673|-286.0|SIO OBS ID OS179|2015-11-21T00:00:00|2015-12-08T23:59:59
1E|OS180|36.3708|25.3389|-22.0|WHOI OBS ID D29|2015-11-19T00:00:00|2015-12-08T23:59:59
1E|OS181|36.35162|25.289003|-379.0|SIO OBS ID OS181|2015-11-21T00:00:00|2015-12-08T23:59:59
1E|OS182|36.339687|25.256287|-428.0|SIO OBS ID OS182|2015-11-21T00:00:00|2015-12-08T23:59:59
1E|OS183|36.330601|25.2302|-444.2|WHOI OBS ID D90|2015-11-19T00:00:00|2015-12-08T23:59:59
1E|OS184|36.320583|25.208714|-475.0|SIO OBS ID OS184|2015-11-21T00:00:00|2015-12-07T23:59:59
1E|OS185|36.312843|25.183765|-498.0|SIO OBS ID OS185|2015-11-21T00:00:00|2015-12-07T23:59:59
1E|OS186|36.302799|25.1616|-517.1|WHOI OBS ID D18|2015-11-19T00:00:00|2015-12-09T23:59:59
1E|OS187|36.2938|25.136538|-525.0|SIO OBS ID OS187|2015-11-21T00:00:00|2015-12-10T23:59:59
1E|OS188|36.283001|25.1124|-540.1|WHOI OBS ID D50|2015-11-19T00:00:00|2015-12-10T23:59:59
1E|OS189|36.272327|25.082321|-560.0|SIO OBS ID OS189|2015-11-21T00:00:00|2015-12-10T23:59:59
1E|OS190|36.256901|25.0483|-534.8|WHOI OBS ID D34|2015-11-20T00:00:00|2015-12-10T23:59:59
1E|OS191|36.24366|25.011288|-518.0|SIO OBS ID OS191|2015-11-22T00:00:00|2015-12-10T23:59:59
1E|OS192|36.231995|24.979097|-451.0|SIO OBS ID OS192|2015-11-22T00:00:00|2015-12-10T23:59:59
1E|OS193|36.207539|24.908974|-813.0|SIO OBS ID OS193|2015-11-22T00:00:00|2015-12-10T23:59:59
GE|SANT|36.370998|25.459|540.0|GEOFON Station Santorini, Greece|2000-01-01T00:00:00|2007-03-21T00:00:00
GE|SANT|36.370998|25.459|540.0|GEOFON Station Santorini, Greece|2019-06-13T00:00:00|2599-12-31T23:59:59

#DATACENTER=NOA,http://bbnet.gein.noa.gr/HL/
HA|SNT1|36.4159|25.4282|12.0|Gialos,Santorini,Greece|2012-09-21T00:00:00|2599-12-31T23:59:59
HA|SNT5|36.4037|25.3953|124.0|Nea Kammeni,Santorini,Greece|2014-04-29T00:00:00|2599-12-31T23:59:59
HC|THT2|36.4351|25.4218|315.0|Imerovigli, Greece|2011-11-05T00:00:00|2017-03-08T00:00:00
HI|NAX1|37.101394|25.374103|7.0|TownHall,Naxos,Naxos Island|2013-02-02T00:00:00|2599-12-31T23:59:59
HI|SFIR|36.421468|25.428495|315.0|Seismological Station, Santorini, South Aegean|2013-02-01T00:00:00|2021-05-06T00:00:00
HL|AMGA|36.831561|25.893836|308.0|Amorgos Island,Greece|2012-05-30T00:00:00|2599-12-31T23:59:59
HL|APE|37.07274|25.52301|608.0|NOA/GEOFON Apeiranthos,Naxos,Greece|2008-04-29T00:00:00|2599-12-31T23:59:59
HL|ASTA|36.54552|26.35295|64.0|Astypalea,Astypalea Island,Greece|2011-11-11T00:00:00|2599-12-31T23:59:59
HL|MHLO|36.68984|24.40171|175.0|Milos Island, Greece|2010-06-05T00:00:00|2599-12-31T23:59:59
HL|MILA|36.74288|24.4282|130.0|Milos Island, Greece|2010-12-08T00:00:00|2599-12-31T23:59:59
HL|SANT|36.37052|25.45926|591.0|NOA/GEOFON Santorini,Greece|2010-05-05T00:00:00|2599-12-31T23:59:59
HL|SAP3|36.43561|25.34539|205.0|Thirasia, Santorini, Greece|2011-06-23T00:00:00|2599-12-31T23:59:59
HL|SAP4|36.47337|25.37244|56.0|Oia, Santorini, Greece|2011-06-24T00:00:00|2599-12-31T23:59:59
HL|THRA|36.41502|25.43244|220.0|Thera,Santorini,Greece|2010-12-08T00:00:00|2599-12-31T23:59:59
HT|CMBO|36.4709|25.4056|108.0|Columbo, Santorini Isl., Greece|2011-02-02T00:00:00|2599-12-31T23:59:59
HT|THR2|36.44685|25.43535|220.0|Thira island, Vourvoulos, Greece|2008-06-02T00:00:00|2599-12-31T23:59:59
HT|THR3|36.4091|25.4008|71.0|Thira Island, Nea Kammeni, Greece|2008-06-02T00:00:00|2599-12-31T23:59:59
HT|THR5|36.4172|25.3479|180.0|Thira Island, Kera, Greece|2008-06-02T00:00:00|2599-12-31T23:59:59
HT|THR6|36.3562|25.3975|119.0|Thira Island, Akrotiri, Greece|2008-06-02T00:00:00|2599-12-31T23:59:59
HT|THR8|36.407|25.47877|30.0|Santorini-Monolithos, Greece|2011-05-27T00:00:00|2599-12-31T23:59:59
HT|THR9|36.35774|25.35693|54.0|Santorini-Faros Akrotiriou, Greece|2011-12-13T00:00:00|2599-12-31T23:59:59
HT|THT1|36.385841|25.429562|0.0|Athinios (Pelekanos), Greece|2011-09-27T00:00:00|2599-12-31T23:59:59
HT|THT2|36.4351|25.4218|315.0|Imerovigli, Greece|2011-11-05T00:00:00|2599-12-31T23:59:59
